Title,Company,Experience,Salary,Location,Posted,Applications,Role,Employment_type,Education,Skills
Infra Tower Lead,Tetrahed,15 - 20 years,Not Disclosed,Noida, 7 days ago,81," Full Time, Permanent", DevOps Consultant / Architect," 
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Doctorate Not Required","Cloud Infrastructure, python, Azure, java, spark, hadoop, big data, AWS, redis, sql server, nosql, Google Cloud"
Syook Applied Computer Vision Engineer Data Modeling,Syook,3 - 6 years,Not Disclosed,Bengaluru, 7 days ago,84," Full Time, Permanent", Blockchain Quality Assurance Engineer," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","object detection, deep learning, gan, ocr, python, scikit-learn, docker, tensorflow, git, postgresql, gcp, devops, python web framework, slack, pytorch, keras, gstreamer, mongodb, ml, software testing, microsoft azure, editing, django, flask, aws, opencv"
Software Development Engineering (Web) Internship in Ahmedabad,Electrify Services,0 - 1 years,Not Disclosed,Ahmedabad, 7 days ago,1328," Full Time, Permanent", Software Development - Other," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","software development, microsoft azure, gcp, web technologies, aws, project management, css, lean six sigma, documentation, program management, javascript, change management, application development, sql, java, product development, manufacturing, html, agile"
TIBCO Spotfire Developer,Saasvaap Techies,5 - 8 years,Not Disclosed,"Chennai, Delhi / NCR, Bengaluru", 7 days ago,59," Full Time, Permanent", Data warehouse Developer," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","TIBCO Spotfire, data analytical BI, AWS Cloud, TIBCO Spotfire Development, ETL, SQL"
Senior Full Stack Developer Javascript/React.js,Techjays,5 - 8 years,Not Disclosed,Chennai, 7 days ago,191," Full Time, Permanent", Front End Developer," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","microservices, react.js, backend development, javascript, node, redux, css, docker, gcp, jenkins, html, mysql, sass, nestjs, graphql apis, mongodb, rest, python, microsoft azure, glm, cloud platforms, jest, gitlab ci, cypress, node.js, production processes, le, scrum, aws"
Net Developer ASP/C#,Techjays,3 - 6 years,Not Disclosed,Chennai, 7 days ago,577," Full Time, Permanent", Full Stack Developer," 
UG: Any Graduate
PG: Any Postgraduate","c#, entity framework, .net core, .net, asp, asp.net core, css, wordpress, cms, vue.js, jquery, docker, sql, react.js, gcp, cms development, asp.net, html, mysql, software development, microsoft azure, sql server, javascript, angular, saas, php, design principles, agile, aws"
Associate Security Analyst,Gainsight,3 - 6 years,Not Disclosed,Hyderabad, 7 days ago,794," Full Time, Permanent", Security Engineer / Analyst," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","cloud security, email security, information security, cloud platforms, networking, security analysis, soc, microsoft azure, siem, vulnerability assessment, gcp, threat hunting, threat intelligence, ids, aws, security operations center, web application firewall"
Senior Security Analyst,Gainsight,5 - 8 years,Not Disclosed,Hyderabad, 7 days ago,523," Full Time, Permanent", Security Engineer / Analyst," 
UG: B.Tech/B.E. in Production/Industrial
PG: Any Postgraduate","siem, forensic, incident response, malware analysis, log analysis, phishing, security analysis, soc, ip, microsoft azure, edr, firewall, av, gcp, threat hunting, multi-cloud, threat intelligence, ids, aws, security operations center, web application firewall"
Senior DevOps Engineer,Gemini Solutions,4 - 7 years,Not Disclosed,Panchkula, 7 days ago,429," Full Time, Permanent", DevOps Engineer," 
UG: Any Graduate
PG: MS/M.Sc(Science) in Any Specialization","DevOps, gradle, artifactor, java, gcp, maven, jenkins, aws, azure"
Network /System Administrator (IT Support),QuadGen,3 - 6 years,Not Disclosed,Bengaluru, 7 days ago,638," Full Time, Permanent", Hardware and Networks - Other," 
UG: Any Graduate
PG: Any Postgraduate
Doctorate: Doctorate Not Required","IT Support, Linux, GCP, Microsoft, CCNA, CCNP, AWS, Server Administration, Firewall, Security Devices"
Edutest Solutions Technical Consultant Full Stack Development,Edutest Solutions,3 - 6 years,Not Disclosed,Ahmedabad, 7 days ago,68," Full Time, Permanent", Solution Architect," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","algorithms, react.js, database creation, design patterns, electron, kubernetes, python, software development, microsoft azure, microservices, docker, nosql, sql, node.js, gcp, devops, kafka, linux, troubleshooting, mysql, agile, aws, mongodb, application deployment"
Zero Trust Security Architect,Inventonus,4 - 6 years,Not Disclosed,Pune, 7 days ago,85," Full Time, Permanent", Security Architect / Consultant," 
UG: Any Graduate
PG: MFA in Any Specialization
Doctorate: Doctorate Not Required","Zero Trust, Azure, IAM, GCP, MFA, Zero Trust frameworks, AWS, GDPR, SSO"
Application and DevOps Security Architect,Inventonus,4 - 6 years,Not Disclosed,Pune, 7 days ago,215," Full Time, Permanent", DevOps Consultant / Architect," 
UG: B.Sc in Computers, BCA in Computers, B.Tech/B.E. in Computers
PG: Any Postgraduate
Doctorate: Doctorate Not Required","DevOps Security, Java, Azure, API security, security integration, OAuth, Docker, DevSecOps, GraphQL APIs, GCP, AWS, Python, Kubernetes"
IT Security Specialist,Rapsys Technologies Pte. Ltd.,5 - 8 years,Not Disclosed,"Mumbai, Colaba", 7 days ago,77," Full Time, Permanent", IT & Information Security - Other," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","Cloud Security, Azure, Network Security, AWS, IT Security, endpoint security, vulnerability assessment, Incident Response, Application Security, DevSecOps, GCP, ISO 27001, SIEM, penetration testing"
DevOps Engineer -4,Cashfree Payments,7 - 12 years,Not Disclosed,Bengaluru, 7 days ago,659," Full Time, Permanent", DevOps Engineer," 
UG: B.Tech/B.E. in Any Specialization
PG: MCA in Any Specialization
Doctorate: Doctorate Not Required","DevOps, Java, Azure, Go, Pulumi, Shell, Terraform, Linux, GCP, Cloud, CI/CD, AWS, Kubernetes, Python"
Machine Learning Engineer,Carnera Technologies Inc.,2 - 4 years,Not Disclosed,Pune, 7 days ago,531," Full Time, Permanent", Data Platform Engineer," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","deep learning frameworks, natural language processing, jupyter notebook, machine learning, pytorch, python, web services, scikit-learn, gpm, signal processing, nltk, neural networks, bert, prototype, deep learning, tensorflow, character, spacy, gcp, keras, aws, ml, ocr"
Senior Software Engineer,Perceptiviti,3 - 5 years,Not Disclosed,Gurugram, 7 days ago,270," Full Time, Permanent", Full Stack Developer," 
UG: B.Tech/B.E. in Production/Industrial
PG: Any Postgraduate
Doctorate: Doctorate Not Required","Python, algorithms, CSS, Azure, Generative AI, HTML, SQL, NLP, RDBMS, GCP, Django, JavaScript, Machine learning, data structures, AWS"
Power Builder Developer,Leading Client,3 - 7 years,Not Disclosed,Pune, 7 days ago,118," Full Time, Permanent", Full Stack Developer," 
UG: B.Tech/B.E. in Any Specialization
PG: MCA in Any Specialization
Doctorate: Doctorate Not Required","PowerBuilder IDE, C#, Java, Azure, SVN, SQL Server, Google Cloud, Software Development Life Cycle, Shell, Git, PowerScript, JavaScript, .NET, Oracle, AWS, Python"
PostgreSQL Database Administrator,Codvo,3 - 6 years,Not Disclosed,Pune, 7 days ago,327," Full Time, Permanent", Database Administrator," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","postgres database, performance tuning, sql, database design, postgresql, kubernetes, python, configuring, database security, microsoft azure, database backup, docker, query optimization, gcp, virtual machines, bash, shell scripting, aws"
Technical Architect / Manager / Lead - DBMS,Benovymed Healthcare,7 - 10 years,Not Disclosed,Patna, 7 days ago, Less than 10," Full Time, Permanent", Technical Lead," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","DBMS, database optimization, Azure, NoSQL, performance tuning, AWS, SQL, Google Cloud, database architecture"
Technical Architect / Manager / Lead - DBMS,Benovymed Healthcare,7 - 10 years,Not Disclosed,Visakhapatnam, 7 days ago,13," Full Time, Permanent", Technical Lead," 
UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","DBMS, database optimization, Azure, NoSQL, performance tuning, AWS, SQL, Google Cloud, database architecture"
Senior Site Reliability Engineer / Senior Consultant Specialist,Hsbc,4 - 8 years,Not Disclosed,Pune, 6 days ago,46," Full Time, Permanent", DevOps Consultant / Architect," 
UG: Any Graduate
PG: Any Postgraduate","Analytical skills, Root cause analysis, Automation, cloud security, GCP, Cloud, Banking, AWS, Financial services"
Business Development Manager - Data and Analytics,Aurigait,3 - 7 years,Not Disclosed,Jaipur, 6 days ago, Less than 10," Full Time, Permanent", Business Development Manager (BDM)," 
UG: Any Graduate
PG: Any Postgraduate","Solution sales, Lead generation, Sales, data science, Business Development Manager, Machine learning, Data analytics, Business Development Executive, B2B Sales, Management"
Senior Product Manager (Advance Audiences),Nielsen Sports,4 - 7 years,Not Disclosed,Bengaluru, 6 days ago,137," Full Time, Permanent", Product Manager," 
UG: Any Graduate
PG: Any Postgraduate","Product management, data science, big data analytics, Time management, Social media, Agile, Management, Product marketing, Product strategy"
Senior ML Engineer,Kone Assarain,2 - 6 years,Not Disclosed,Pune, 6 days ago,99," Full Time, Permanent", Search Engineer," 
UG: Any Graduate
PG: Any Postgraduate","Employee engagement, Machine learning, Technical leadership, Data analytics, Unit testing, Operations, Predictive analytics, AWS, SQL, Python"
Senior Security Specialist,Ericsson,5 - 8 years,Not Disclosed,Bengaluru, 6 days ago,36," Full Time, Permanent", Manager Information Security," 
UG: Any Graduate
PG: Any Postgraduate","project management, active directory, gcp, microsoft azure, azure sentinel, aws, analysis"
Data Scientist (Analytics),Algoleap Technologies,2 - 5 years,Not Disclosed,Bengaluru, 6 days ago,209," Full Time, Permanent", Data Scientist," 
UG: Any Graduate
PG: Any Postgraduate","MIN, data science, Coding, Analytical, Forecasting, Analytics, Python"
Senior Software Engineer- Labs,Idfy,3 - 5 years,Not Disclosed,Mumbai, 6 days ago,25," Full Time, Permanent", Blockchain Quality Assurance Engineer," 
UG: Any Graduate
PG: Any Postgraduate","kubernetes, css, unit testing, redis, jquery, docker, sql, coding, react.js, open source, java, postgresql, gcp, fpa, writing, oops, mysql, software engineering, html, communication skills, front end, python, relational databases, rabbitmq, javascript, full stack, aws"
Sr Java Developer (Immediate Joiners),Optimum Solutions,8 - 13 years,15-22.5 Lacs P.A.,Bengaluru, 6 days ago,78," Full Time, Permanent", Back End Developer," 
UG: Any Graduate","Java, Spring Boot, Microservices, Docker, TDD, GCP, CI, AWS, SQL, Kubernetes, Spring Cloud"
Senior Software Engineer,Shell Recharge Solutions,5 - 8 years,Not Disclosed,Bengaluru, 6 days ago,750," Full Time, Permanent", Back End Developer," 
UG: B.Tech/B.E. in Information Technology, Computers
PG: M.Tech in Computers","Springboot Java, Java, Rest Api Development, Microservices, Hibernate, NoSQL, GCP, Redis, AWS, Kafka Streams, Elastic Search, SQL"
Java Full Stack Developer,Optum,7 - 11 years,22.5-27.5 Lacs P.A.,"Noida, Greater Noida", 6 days ago,164," Full Time, Permanent", Full Stack Developer," 
UG: BCA in Computers, B.Tech/B.E. in Computers, B.Sc in Computers
PG: MS/M.Sc(Science) in Computers, MCA in Computers, M.Tech in Computers","Java, Spring Boot, React.Js, Azure, GCP, J2Ee, AWS, Microservices"
SRE,Sails Software Solutions,4 - 9 years,Not Disclosed,"Visakhapatnam( Visakhapatnam Rural ), Hyderabad", 6 days ago,97," Full Time, Permanent", Software Development - Other," 
UG: Any Graduate, B.Sc in Any Specialization, B.A in Any Specialization, B.Tech/B.E. in Any Specialization","Terraform, GCP, Sre, AWS, Kubernetes, Jenkins, Docker, Cicd Pipeline, Helm Charts, Sonarqube"
DevOps & Cloud Manager,Medi Assist,5 - 8 years,Not Disclosed,Bengaluru, 6 days ago,556," Full Time, Permanent", DevOps Manager," 
UG: Any Graduate","cloud, Cloud Deployment, Aws Cloud, On Premise, Azure Cloud, Cloud Migration, Devops, Cloud Infrastructure, Gcp Cloud"
Senior Java Spring Boot Developer (GCP) III - Software Engineering,UST,3 - 5 years,Not Disclosed,Pune, 6 days ago,424," Full Time, Permanent", Search Engineer," 
UG: Any Graduate","continuous integration, kubernetes, ci/cd, java development, microservices, sql, docker, java, gcp, design patterns, debugging, api, kibana, communication skills, cd, rest, development, junit, oracle, dynamo db, airflow, microsoft azure, nosql, amazon sqs, spring boot, grafana, collaboration, kafka, aws"
Technical Java Lead (GCP) -Java,UST,7 - 9 years,Not Disclosed,Pune, 6 days ago,23," Full Time, Permanent", Technical Lead," 
UG: Any Graduate
PG: Any Postgraduate","kubernetes, python, software development, batch processing, mentoring, cloud platform, cloud, java, teamwork, gcp, leadership, cloud storage, software engineering, data handling, bigquery, performance optimization, technical documentation, aws, data flow, communication skills, deployment"
"JAVA Microservices, GCP Developer",UST,5 - 7 years,Not Disclosed,Pune, 6 days ago,91," Full Time, Permanent", Search Engineer," 
UG: Any Graduate","continuous integration, kubernetes, ci/cd, java development, microservices, sql, docker, spring, java, gcp, design patterns, datadog, debugging, kibana, boot, communication skills, cd, rest, oracle, dynamo db, airflow, microsoft azure, nosql, amazon sqs, spring boot, grafana, collaboration, kafka, aws"
JAVA Microservices GCP- Developer,UST,3 - 5 years,Not Disclosed,Pune, 6 days ago,255," Full Time, Permanent", Data Platform Engineer," 
UG: Any Graduate","continuous integration, kubernetes, ci/cd, java development, microservices, sql, docker, java, gcp, design patterns, datadog, debugging, kibana, communication skills, cd, rest, oracle, dynamo db, airflow, microsoft azure, nosql, amazon sqs, spring boot, grafana, collaboration, kafka, aws, gcp cloud"
Senior Developer - Billing & Revenue Management Systems,UST,5 - 7 years,Not Disclosed,Pune, 6 days ago,19," Full Time, Permanent", Database Administrator," 
UG: Any Graduate","kubernetes, plsql, sql, microservices, docker, java, automation, apache, gcp, java spring boot, datadog, debugging, shell scripting, kibana, communication skills, data analysis, oracle, dynamo db, verbal communication, microsoft azure, oracle brm, nosql, amazon sqs, spring boot, grafana, kafka, aws"
Data Scientist,Nihilent,5 - 8 years,Not Disclosed,Bengaluru( Electronic City ), 6 days ago,58," Full Time, Permanent", Data Science & Analytics - Other," 
PG: M.Tech in Any Specialization, MCA in Any Specialization","Power BI, Data Analysis, ETL, AWS, azure, GCP"
Java Tech Lead,Globallogic,10 - 15 years,Not Disclosed,Noida, 6 days ago,438," Full Time, Permanent", Technical Lead," 
PG: Any Postgraduate","kubernetes, continuous integration, release, defect tracking, unit testing, golang, java development, helm, microservices, docker, spring, rust, java, git, gcp, jenkins, saml, mysql, boot, oauth, communication skills, rest, process, software testing, documentation, kotlin, rabbitmq, spring boot, aws, sdlc"
